Protocol,Site,HandshakeTime,PageLoadTime,DOMLoadTime,No.Plaintexts,PlaintextsEncodedSize,PlaintextsSize,PlaintextsLoadTime,HTML,HTMLEncodedSize,HTMLSize,HTMLLoadTime,JS/CSS,JS/CSSEncodedSize,JS/CSSSize,JS/CSSLoadTime,Images/Others,Images/OthersEncodedSize,Images/OthersSize,Images/OthersLoadTime,Domains,EncodedDataSize,TotalDataSize
h2,apple,0.594063,2.853104,1.873489,0,0,0,0,1,4575,24576,0.593962000001,9,190849,840041,5.405665,17,527978,536414,6.999792,4,723402,1401031
h2,apple,0.62004,2.775125,1.798203,0,0,0,0,1,4576,24576,0.619717,9,190850,840041,4.5029,17,527908,536414,8.272041,4,723334,1401031
h2,amazon,0.982056999999,1.869226,1.586168,0,0,0,0,1,26664,84593,1.188116,8,143179,515306,1.889408,13,107885,102197,2.782718,10,277728,702096
h2,imdb,0.951467000001,3.805363,1.485149,0,0,0,0,1,16555,87148,1.129383,4,81734,279104,1.538762,46,827674,819007,46.522536,9,925963,1185259
h2,imgur,0.577349000001,1.37283,1.37283,0,0,0,0,1,17072,77211,0.767447,4,188944,648930,2.255025,1,14640,14260,0.145829999999,4,220656,740401
h2,amazon,0.999291,1.886011,1.590864,0,0,0,0,1,26401,83766,1.201631,8,143262,515306,2.048423,13,112423,106787,3.083205,10,282086,705859
h2,imdb,0.895463999999,3.867449,2.346968,0,0,0,0,6,28188,107628,3.246613,8,284748,942433,4.173002,52,726868,716604,71.168733,9,1039804,1766665
h2,imdb,0.941324000001,4.177716,2.655469,0,0,0,0,6,28097,107628,3.611989,8,284837,942433,4.396504,52,757257,746201,76.991035,10,1070191,1796262
h2,imgur,0.624937000001,1.525246,1.525246,0,0,0,0,1,17072,77211,0.785296,4,188955,648930,2.172999,1,14640,14260,0.149222,4,220667,740401
h2,amazon,0.982480999999,1.894237,1.541138,0,0,0,0,1,26665,84593,1.157508,8,143213,515306,1.583143,13,107829,102197,3.440155,10,277707,702096
h2,imdb,1.0284,4.898512,2.544331,0,0,0,0,6,28116,107628,4.278263,8,284954,942433,5.179584,54,889865,878156,88.86104,9,1202935,1928217
