Protocol,Site,HandshakeTime,PageLoadTime,DOMLoadTime,No.Plaintexts,PlaintextsEncodedSize,PlaintextsSize,PlaintextsLoadTime,HTML,HTMLEncodedSize,HTMLSize,HTMLLoadTime,JS/CSS,JS/CSSEncodedSize,JS/CSSSize,JS/CSSLoadTime,Images/Others,Images/OthersEncodedSize,Images/OthersSize,Images/OthersLoadTime,Domains,EncodedDataSize,TotalDataSize
quic,amazon,0.73237,2.238973,1.498428,0,0,0,0,1,26736,84888,1.049665,8,143266,515306,2.889588,13,108756,103146,5.658542,10,278758,703340
quic,imgur,0.45894,1.43159,1.43159,0,0,0,0,1,17045,77211,0.518678,4,188925,648930,2.148361,1,14640,14260,0.183589,4,220610,740401
quic,amazon,0.67562,2.234569,1.481808,0,0,0,0,1,26729,84888,0.98074,8,143230,515306,3.227858,13,108781,103146,5.790141,10,278740,703340
quic,amazon,0.671344,1.991687,1.382658,0,0,0,0,1,26732,84888,0.952409,8,143256,515306,2.259009,13,107679,103146,5.21476,10,277667,703340
quic,imgur,0.539626,1.393651,1.391038,0,0,0,0,1,17045,77211,0.593791,4,188922,648930,1.916958,1,14640,14260,0.383166,4,220607,740401
quic,imdb,0.819607,4.56495,1.621515,0,0,0,0,1,15823,83052,0.93846,4,81770,279111,2.263145,42,678700,671335,59.727684,9,776293,1033498
quic,imgur,0.519034,1.39614,1.392891,0,0,0,0,1,17045,77211,0.57712,4,188926,648930,1.910753,1,14640,14260,0.365298,4,220611,740401
quic,amazon,0.690038,1.865087,1.390509,0,0,0,0,1,26735,84894,0.977072,8,143308,515306,2.044245,13,108787,103146,4.575795,10,278830,703346
quic,apple,0.545702,2.394966,1.533479,0,0,0,0,1,4577,24576,0.565473,9,190937,840041,4.127514,17,527748,536414,10.539549,4,723262,1401031
quic,apple,0.509592,2.194173,1.393846,0,0,0,0,1,4577,24576,0.532171,9,190961,840041,3.820206,17,527776,536414,10.327437,4,723314,1401031
quic,apple,0.479287,2.307078,1.52402,0,0,0,0,1,4577,24576,0.482652,9,190901,840041,4.474508,17,527772,536414,10.868675,4,723250,1401031
quic,imdb,0.780603,4.679673,1.490877,0,0,0,0,1,15938,83052,0.894603,4,81743,279110,1.979071,47,638318,628694,58.76281,10,735999,990856
quic,imdb,0.74026,4.676422,1.389566,0,0,0,0,1,15898,83052,0.798082,4,81764,279104,2.423944,44,620127,611963,52.891385,9,717789,974119
quic,amazon,0.66803,1.918421,1.430957,0,0,0,0,1,26736,84773,1.017279,8,143212,515306,2.472404,13,110319,104687,3.89815,10,280267,704766
quic,imgur,0.545248,1.518473,1.518473,0,0,0,0,1,17045,77211,0.601248,4,188905,648930,2.082679,1,14640,14260,0.292663,4,220590,740401
quic,apple,0.484324,2.356327,1.418236,0,0,0,0,1,4577,24576,0.512105,9,190937,840041,4.031271,17,527770,536414,10.9034,4,723284,1401031
quic,amazon,0.655903,1.838197,1.434288,0,0,0,0,1,26738,84883,0.963434,8,143307,515306,1.983384,13,108786,103146,4.379177,10,278831,703335
quic,apple,0.52269,2.172974,1.362586,0,0,0,0,1,4577,24576,0.550379,9,190937,840041,3.609967,17,527773,536414,9.32456,4,723287,1401031
quic,imdb,0.751011,4.001098,1.490428,0,0,0,0,1,15858,83051,0.867885,4,81752,279110,2.006775,42,634321,626951,49.387769,9,731931,989112
